Kepler_ID,RA,Dec,Period,Transit_Depth,Duration
6023571,284.3486000,41.3193890,354.21154,821.3,18.594
6023859,284.4962800,41.3258900,27.009807384,67898.0,1.96698
6025124,285.1478000,41.3889080,26.83771808,8512.0,1.6162
6025174,285.1756300,41.3424990,171.028691,394.2,11.784
6026438,285.7514600,41.3356400,5.47665801,648.0,2.5482
6026438,285.7514600,41.3356400,24.2101973,458.0,4.046
6026438,285.7514600,41.3356400,16.9348104,346.3,3.408
6026737,285.8757900,41.3324320,10.1747037,52.4,5.179
6026737,285.8757900,41.3324320,3.75030469,35.5,3.246
6026924,285.9687200,41.3635640,56.644452,104.6,16.551
6028860,286.9205600,41.3711510,0.422015793,1291.9,1.23416
6029130,287.0397900,41.3288690,12.591656377,302584.0,5.53385
6029239,287.0899700,41.3738780,8.512037736,597.8,2.1861
6029239,287.0899700,41.3738780,5.518195,27.1,1.81
6032318,288.4336200,41.3583910,235.20613,642.0,6.989
6032497,288.5100100,41.3017690,16.3297527,1187.5,6.271
6032517,288.5164500,41.3819620,1.791406261,345.5,2.8159
6032730,288.5929000,41.3073390,96.509214,1528.0,0.589
6032920,288.6569500,41.3995290,10.828825742,92.1,0.7275
6032981,288.6825900,41.3073200,3.3226948,78.7,3.568
6033602,288.9073500,41.3558200,33.2948005,215.7,2.997
6034379,289.1837200,41.3433760,249.35154,1637.0,13.76
6034834,289.3451500,41.3647800,371.56492,375.5,14.736
6034945,289.3835100,41.3926890,9.115002690000001,268.3,4.558
6035124,289.4445200,41.3177600,3.85690686,127.8,2.0808
6035335,289.5179100,41.3436320,1.044408447,46.2,3.633
6036286,289.8156700,41.3964390,546.53309,758.0,16.04
6037187,290.1315000,41.3815000,41.8059544,434.4,6.057
6037581,290.2376400,41.3313790,20.67876365,323.9,4.6395
6037581,290.2376400,41.3313790,9.59993246,271.2,4.3206
6037581,290.2376400,41.3313790,2.0248205,63.3,2.55
6038152,290.3986200,41.3515590,364.63189,302.8,22.93
6041511,291.5312500,41.3890690,0.97705114,20.1,2.33
6041734,291.6044900,41.3093610,24.3398202,777.3,3.891
6041734,291.6044900,41.3093610,6.95787,182.3,4.537
6041734,291.6044900,41.3093610,76.53695310000001,652.2,5.574
6042031,291.6906700,41.3328780,0.537110149,92.0,1.7976
6042116,291.7181100,41.3899690,5.407157086,74653.3,5.8919
6042214,291.7522300,41.3112410,27.04627886,900.8,2.666
6042663,291.8995400,41.3058890,30.971766472,228680.0,8.31171
6043490,292.1654400,41.3293420,330.738115,333.3,4.998
6043538,292.1805700,41.3155400,6.2253374,108.6,4.388
6043562,292.1864600,41.3280410,31.4202111,390.5,4.021
6043574,292.1903700,41.3114400,381.782641,367.6,4.52
6044064,292.3531500,41.3242420,5.06318803,662677.0,13.8913
6044553,292.4870300,41.3111190,0.532086296,495.8,4.023
6045093,292.6459400,41.3530390,28.2682167,197.0,1.355
6045250,292.6948900,41.3364180,0.909310626,12126.6,3.4411
6045404,292.7402300,41.3789600,78.876125,472.3,4.912
6046311,293.0213300,41.3559990,0.957476003,450.7,0.6624
6046540,293.0925300,41.3555180,7.340714946,8510.5,2.9987
6047072,293.2624500,41.3651200,4.27103727,180.4,2.2759
6047498,293.3855600,41.3498190,0.51872711,714.1,1.252
6047853,293.4860500,41.3202290,476.39752,287.8,12.13
6048024,293.5344800,41.3298990,62.81584402,1688.4,2.6901
6048106,293.5584400,41.3953510,1.559360638,280066.0,5.4458
6048255,293.6064800,41.3062780,0.57627248,,1.75
6049190,293.8798800,41.3938220,70.468171,922.4,6.653
6049470,293.9642300,41.3188020,354.7897,81.0,12.62
6056992,295.9188500,41.3324320,10.431146765,29375.6,3.8853
6057684,296.0878000,41.3168410,0.5402895599999999,293.5,3.619
6057750,296.1040000,41.3692700,1.6037058,32.8,9.067
6058614,296.3057300,41.3171200,1.731079436,11974.0,1.8419
6058816,296.3546100,41.3355600,73.7502765,233.1,13.309
6058816,296.3546100,41.3355600,4.7482669,35.6,4.947
6058875,296.3703600,41.3904690,0.56493412,252639.0,2.57621
6058896,296.3736600,41.3918300,0.5649339799999999,2067.0,2.4385
6060203,296.6804500,41.3865200,1.022678654,129.2,1.3712
6060580,296.7686200,41.3195380,2.313367981,13437.5,2.42645
6061119,296.8882100,41.3960910,27.807566216,25391.1,4.21587
6061773,297.0210900,41.3771710,8.27745764,197.2,2.713
6062088,297.0900000,41.3880310,3.162692075,503.7,1.9529
6062088,297.0900000,41.3880310,5.370639542,491.3,2.1121
6062088,297.0900000,41.3880310,11.32977062,162.4,3.845
6062298,297.1389200,41.3007740,246.12174,6847.0,18
6062929,297.2854900,41.3055920,22.1334224,654.6,2.049
6063220,297.3540000,41.3000490,4.603575293,440.4,2.3499
6063448,297.4073200,41.3297690,76.01811375,80671.0,13.4849
6065010,297.7672400,41.3665310,159.05846,194.3,10.08
6065351,297.8582200,41.3302310,14.1166583,449.3,9.119999999999999
6066107,298.0645400,41.3083110,0.82883944,,1.83
6066379,298.1324800,41.3342700,1.303858554,126636.0,4.36797
6066403,298.1358900,41.3320620,1.303861044,598.2,4.0541
6066416,298.1379400,41.3343580,1.303859704,36.7,2.8239
6067545,298.3979800,41.3148920,550.86514,346.5,14.548
6068947,298.7429800,41.3862920,0.573036404,4174.5,1.3176
6069674,298.8845200,41.3004420,495.71095,443.1,4.514
6070337,299.0131200,41.3293110,40.0691482,784.1,2.928
6071903,299.3195500,41.3846400,24.30784323,677.1,2.6054
6072593,299.4473300,41.3981210,5.07538255,163.1,1.7
6103049,283.7682200,41.4411200,0.643171495,41160.0,2.31285
6103377,283.9424400,41.4716000,20.0708757,405.7,6.354
6103377,283.9424400,41.4716000,7.03965141,268.7,3.141
6105359,284.9321600,41.4540100,235.544698,299.3,8.93
6105462,284.9780000,41.4201580,25.0823402,244.6,6.423
6105462,284.9780000,41.4201580,89.7224125,263.7,10.963
6106046,285.2371500,41.4975320,8.5073512,209.5,2.266
6106282,285.3499500,41.4522090,101.1107014,878.1,8.029
6109688,286.9135700,41.4815100,14.086776961,106837.0,10.1279
6111011,287.4673800,41.4716300,14.7639145,162.5,3.14
6113752,288.6228900,41.4454800,406.45737,284.2,9.554
6114140,288.7709000,41.4125710,0.933745798,613.8,6.447
6115356,289.2001600,41.4307520,380.39474,603.0,10.775
6115516,289.2501200,41.4848710,0.8657591529999999,191.6,0.8408
6116035,289.4390600,41.4929770,449.57274,221.4,9.327999999999999
6116172,289.4814500,41.4994200,69.64679311,,3.71
6116172,289.4814500,41.4994200,111.65546,2887.0,1.051
6116172,289.4814500,41.4994200,86.13201864,,3.11
6116605,289.6219500,41.4561960,419.21314,2084.0,6.385
6117415,289.8610500,41.4081920,19.741616041,88821.5,3.07231
6118370,290.1499000,41.4646000,14.0328775,210.9,6.684
6118840,290.2968800,41.4835010,350.98474,600.0,14.49
6119141,290.3751200,41.4337500,29.0726293,439.6,2.516
6119605,290.5199300,41.4651300,260.02265,2060.7,12.009
6119877,290.6102000,41.4704020,250.23760741,,16.58
6119921,290.6265900,41.4909590,245.01902,375.9,8.56
6119923,290.6268600,41.4604000,134.4665,1032.0,5.27
6124137,292.0105000,41.4670980,227.83457,155.3,21.59
6124512,292.1252100,41.4078100,8.38395796,108.5,5.2
6124941,292.2618100,41.4425540,5.670155713,536.7,0.9361
6125481,292.4172100,41.4168700,23.20579353,342.5,4.3243
6126076,292.6142600,41.4372290,0.909314811,40.5,2.2053
6128027,293.2185400,41.4173390,5.455766383,104538.0,2.8923
6128141,293.2528700,41.4263190,1.872620976,1530.6,1.7626
6128245,293.2793000,41.4036790,1.118510435,72.7,1.111
6129524,293.6704700,41.4102520,0.88184263,249.9,1.3117
6129632,293.6991600,41.4022220,298.4688,315.4,3.748
6129694,293.7181100,41.4309390,0.936751792,26.4,5.658
6129694,293.7181100,41.4309390,241.0122,216.1,1.19
6131130,294.1362600,41.4566920,10.5071781,271.8,2.68
6131236,294.1632100,41.4518010,6.79685353,393.1,3.1702
6131659,294.2790800,41.4369010,17.527826808,347519.0,5.78491
6137681,295.8348400,41.4269710,356.535835,3113.0,5.467
6137704,295.8383500,41.4273190,178.26802035,45753.9,5.86461
6137779,295.8578200,41.4156910,21.5324915,100.5,4.156
6139220,296.1803000,41.4130710,273.6857427,15350.5,8.3881
6140059,296.3566000,41.4553910,44.6226725,131.9,12.974
6142862,296.9710700,41.4670100,5.33459393,226.3,2.642
6143819,297.1738300,41.4711070,28.1117095,119.4,1.689
6144039,297.2327300,41.4334110,2.85855049,85.4,2.341
6145201,297.4951500,41.4147000,22.7832776,120.2,4.194
6145939,297.6765100,41.4285890,17.745456135,80258.0,4.0678
6146418,297.7937000,41.4024010,22.44620704,1626.8,7.5491
6146838,297.9159900,41.4856410,27.467217305,71766.5,4.17961
6147122,297.9812300,41.4448700,15.45158184,85.3,2.406
6147573,298.0788300,41.4842680,25.836831272,145045.0,6.32201
6147851,298.1396500,41.4172290,3.06026014,59.9,2.545
6148271,298.2296400,41.4598390,1.78526527,1733.1,6.2233
6149553,298.5072600,41.4790500,56.86716792,,4.23
6149910,298.5948200,41.4359400,131.187921,915.9,6.905
6149980,298.6069900,41.4460110,603.3102,517.9,8.025
6150977,298.8244300,41.4359210,2.765621941,8342.2,2.3191
6152521,299.1216100,41.4244500,0.94895231,57.7,3.952
6152974,299.2131700,41.4248310,20.172024672,5368.1,3.1488
6152974,299.2131700,41.4248310,7.51854537,286.7,2.845
6153201,299.2603800,41.4202310,0.530300102,3040.0,2.8502
6153407,299.3028000,41.4410170,5.99078221,69.9,1.699
6153672,299.3565100,41.4142910,3.364425589,4843.0,1.3261
6182019,282.6849100,41.5879590,3.664964374,90827.0,3.9058
6182093,282.7199100,41.5193790,297.113395,275.4,4.529
6182093,282.7199100,41.5193790,50.900813,,3.3
6182508,282.9098500,41.5027390,85.9770426,1064.0,1.919
6182846,283.0733000,41.5386700,6.399101307,83326.0,4.7439
6182849,283.0740400,41.5408780,6.399107136,376769.0,5.21981
6183511,283.4019500,41.5163310,0.7273317459999999,357.4,0.8323
6184894,284.0566700,41.5767290,7.20281185,1832.6,2.8305
6185331,284.2739600,41.5350190,49.7700907,3529.2,10.065
6185476,284.3520200,41.5191990,17.65737838,2155.7,3.509
6185496,284.3620300,41.5775490,0.47462889,331.3,1.0194
6185711,284.4569100,41.5613100,11.70219638,639.7,2.6658
6185717,284.4612700,41.5617900,11.702203927,28998.7,2.75173
6186182,284.6829200,41.5924110,96.384483,591.0,5.253
6186964,285.0649100,41.5548710,2.164570593,525.1,1.2862
6187341,285.2561600,41.5955890,0.492291661,1107.6,0.894
6187508,285.3396300,41.5397490,2.28494301,161.8,1.01
6187888,285.5168800,41.5343210,0.7891712360000001,73.4,1.734
6190535,286.7360500,41.5902790,3.652810043,119.4,1.5132
6191521,287.1543000,41.5657880,80.8723469,3604.6,11.195
6191945,287.3327000,41.5066720,6.8072842,14578.0,1.9477
6195669,288.8135700,41.5551190,370.94353,1071.3,16.64
6195792,288.8544300,41.5744510,36.4772788,463.0,2.092
6196457,289.0860600,41.5629580,13.74883059,425.9,6.0968
6196457,289.0860600,41.5629580,26.723169,195.0,8.500999999999999
6196457,289.0860600,41.5629580,49.3567907,130.2,10.954
6197038,289.3008100,41.5265080,9.751720174000001,332900.0,16.1937
6197215,289.3644100,41.5332300,10.61345333,150.2,0.9829
6197344,289.4142800,41.5100400,36.7614011,160.9,15.982
6197658,289.5257000,41.5004880,282.0309,782.0,14.69
6198182,289.6867100,41.5889280,3.88148385,36.3,2.679
6198182,289.6867100,41.5889280,5.1777226,41.7,8.275
6198256,289.7114600,41.5297130,3.54828691,70.9,3.281
6198670,289.8270900,41.5248110,179.25465,272.4,22.35
6198999,289.9207200,41.5428310,3.93246069,455.5,2.1763
6199056,289.9392700,41.5026590,1.169010526,165.9,1.1717
6199702,290.1260400,41.5994300,0.805259637,341.8,0.9779
6199716,290.1300700,41.5998000,0.805267592,146.6,0.887
6199864,290.1694300,41.5497400,262.477098,1016.0,5.816
6200235,290.2796900,41.5150490,1.078389713,300.5,1.3394
6200529,290.3594700,41.5520520,374.92478,610.0,18.05
6200612,290.3858300,41.5523110,370.50684,418.6,12.132
6200709,290.4166900,41.5257800,3.723552982,40143.0,3.5632
6200715,290.4191600,41.5253720,3.723560726,540.0,3.435
6200810,290.4492800,41.5357890,35.8754482,366.7,3.972
6201203,290.5763200,41.5461880,176.17377,349.9,14.58
6203955,291.5058900,41.5503880,19.4534296,149.0,4.873
6205228,291.9128100,41.5336110,3.770590654,314.4,2.029
6205384,291.9602700,41.5786090,3.72273683,37.8,8.552
6205405,291.9668300,41.5497510,3.7229369,65.2,10.57
6205460,291.9802600,41.5594220,3.722775537,107594.0,14.3309
6205468,291.9833700,41.5551110,3.7228551,2969.2,12.8164
6205481,291.9861800,41.5570300,3.72277264,1114.6,15.869
6205566,292.0172100,41.5628090,3.7228679,52.1,9.557
6205897,292.1329700,41.5475390,4.417692516,279.2,2.323
6206214,292.2339500,41.5752110,13.53953595,134.2,4.389
6206470,292.3147600,41.5823210,1.80455062,39.7,2.166
6206559,292.3450300,41.5852890,1.245331397,38.1,2.566
6206751,292.4063100,41.5130390,1.245342215,234086.0,4.40308
6207053,292.5015000,41.5490610,0.604755462,334.5,1.3741
6209225,293.1616800,41.5381580,439.21978,342.3,9.391999999999999
6209347,293.1983300,41.5583110,2.136577151,79078.0,2.4682
6209637,293.2879900,41.5604550,0.73452496,,6.7
6209677,293.3002300,41.5233380,7.76845639,217.8,3.689
6209677,293.3002300,41.5233380,2.53742164,104.5,1.563
6209798,293.3383500,41.5902400,1.205412526,109.2,1.537
6211812,293.9411600,41.5905000,2.524017517,303.0,1.1968
6220312,296.1225300,41.5611380,5.2736268,86.1,5.291
6220470,296.1588700,41.5165410,8.144135648000001,87880.8,8.88876
6221385,296.3594400,41.5745320,19.672324,649.9,4.812
6221385,296.3594400,41.5745320,32.657035,620.4,5.953
6221385,296.3594400,41.5745320,7.3138454,247.7,2.273
6222898,296.7168900,41.5049780,3.89043062,195.4,6.596
6223324,296.8115800,41.5156900,1.97507424,130.5,2.61
6226290,297.4521500,41.5581280,14.08826442,889.4,4.1847
6226908,297.5839200,41.5412290,19.597317,1014.1,4.508
6227560,297.7584500,41.5136410,2.401751509,25044.0,2.0835
6228703,298.0631100,41.5107120,4.200206781,82364.4,5.21948
6230649,298.4621300,41.5256000,443.66,360.7,7.99
6231401,298.6217700,41.5674290,6.091954982,36700.0,3.60482
6231721,298.6860700,41.5210690,2.69339974,147.5,1.936
6233466,299.0472700,41.5380780,15.873380595,208362.0,8.042899999999999
6233483,299.0500200,41.5374490,15.8733803,4094.1,7.4672
6233573,299.0649100,41.5083010,0.5874708279999999,193.8,2.4382
6233890,299.1285100,41.5875400,2.99540439,223.2,6.172
6233903,299.1310100,41.5899010,2.995357359,172404.0,6.57901
6263468,282.9286200,41.6060910,10.1955065,221.4,2.447
6263593,282.9975000,41.6785510,22.4765952,481.4,3.437
6264750,283.5726900,41.6957280,53.285584,158.6,6.492
6265665,283.9863300,41.6504100,44.2018402,235.6,4.949
6265792,284.0423300,41.6991390,0.935115863,64.8,1.6172
6265961,284.1213400,41.6330720,5.52507406,61.5,2.565
6266741,284.5211800,41.6296010,7.930583519,826.1,3.6083
6266741,284.5211800,41.6296010,16.6658994,754.2,4.1934
6266866,284.5916400,41.6392710,232.916142,64.8,7.037
6267425,284.8692900,41.6791920,3.166465862,4357.2,2.9381
6267535,284.9194300,41.6171910,6.07972016,290.8,7.1228
6268648,285.4765900,41.6327170,15.86624787,77.3,4.25
6268648,285.4765900,41.6327170,94.094392,46.6,10.833
6268648,285.4765900,41.6327170,20.605501,37.1,3.793
6268722,285.5184000,41.6604690,2.638432816,48488.0,2.42989
6269070,285.7135000,41.6058850,2.7612237,66.8,3.681
6272413,287.2726400,41.6355590,4.89721006,274.4,1.812
6276477,288.9942000,41.6332820,10.35533116,750.6,3.1775
6276791,289.1042200,41.6901400,5.30179786,197.2,2.24
6276791,289.1042200,41.6901400,9.32867952,354.4,1.572
6276994,289.1776100,41.6951710,1.10601182,52.9,2.577
6277410,289.3355100,41.6834490,6.32589574,192.5,1.383
6277594,289.3931600,41.6967010,3.66115536,34.3,14.807
6278670,289.7279100,41.6122890,89.94582800000001,335.6,2.286
6278762,289.7522900,41.6346050,3.60011712,50.2,2.396
6278762,289.7522900,41.6346050,4.54586982,76.5,1.756
6278762,289.7522900,41.6346050,6.18943952,83.2,2.3316
6278762,289.7522900,41.6346050,7.74347801,77.8,2.7878
6278762,289.7522900,41.6346050,9.740485079999999,121.4,1.6993
6279823,290.0743400,41.6685980,485.52409,4147.0,11.04
6279974,290.1265300,41.6010820,0.805259257,1384.3,1.42246
6281127,290.4737500,41.6275480,588.10504,326.6,15.474
6283224,291.1915000,41.6672100,0.76647343,199901.0,2.46345
6285094,291.8200100,41.6978420,5.2439783,93.5,10.1
6285396,291.9228500,41.6244390,5.2436639,93.5,10.53
6285397,291.9229700,41.6307180,5.2438269,128.6,8.234999999999999
6285906,292.0886800,41.6024590,116.170346,435.2,2.656
6286155,292.1690700,41.6197590,14.5417471,1088.6,5.6067
6286161,292.1709900,41.6212880,14.541781166,143645.0,9.1151
6286633,292.3261100,41.6717610,366.28999,2568.0,10.869
6287131,292.4814100,41.6342890,452.30053,809.0,5.918
6287313,292.5475200,41.6429600,10.62788695,326.7,4.576
6289257,293.1803300,41.6177600,19.67409703,204.9,3.7535
6289257,293.1803300,41.6177600,5.21104597,102.7,3.3447
6289344,293.2077300,41.6985820,160.4122022,2538.0,4.92
6289459,293.2493600,41.6596110,39.5931053,156.6,2.306
6289650,293.3060600,41.6063690,166.7876551,4764.2,5.8676
6289897,293.3739600,41.6248590,1.55935718,49.7,2.892
6290382,293.5192000,41.6717910,6.12810722,2336.0,2.824
6290467,293.5442200,41.6526410,100.629443,355.7,1.708
6290935,293.6812700,41.6119690,5.53312006,53.1,3.486
6291033,293.7084700,41.6151310,3.705991661,501.4,5.1658
6291653,293.8781100,41.6617700,10.526294577,9768.0,2.5211
6291837,293.9297200,41.6028710,35.5969684,684.5,6.691
6292162,294.0272500,41.6759680,7.814839231,2010.3,3.0122
6292732,294.1852400,41.6323510,1.25338826,44.7,3.828
6294819,294.7669700,41.6446800,0.675650404,200.7,1.8261
6300348,296.1398000,41.6031800,5.69590202,4921.1,3.5661
6301030,296.2963600,41.6045610,11.991000357,375940.0,6.4648
6301035,296.2985500,41.6027180,11.99097576,2124.3,5.7401
6305192,297.2140800,41.6640400,8.025118521,3120.4,5.3694
6307000,297.6130700,41.6728290,1.002591901,143.2,1.247
6307062,297.6291200,41.6415100,75.37895689600001,539175.0,7.70352
6307063,297.6293600,41.6374590,75.378004,447.8,6.744
6307083,297.6351900,41.6418690,75.3787816,387.7,5.268
6307083,297.6351900,41.6418690,3.17796408,47.7,0.542
6307243,297.6792600,41.6137310,451.86579,80.0,13.47
6307521,297.7531100,41.6759910,29.7452499,778.9,22.695
6307521,297.7531100,41.6759910,475.91706,967.3,22.86
6307537,297.7570800,41.6804540,29.74454668,66894.0,23.2842
6309264,298.1897000,41.6791920,14.2821417,224.9,2.068
6309307,298.1969600,41.6504520,438.98396,745.2,9.619999999999999
6309763,298.2940400,41.6838000,3.251659087,4747.9,1.5286
6310636,298.4811100,41.6153410,0.9210304969999999,101.5,2.6077
6311520,298.6773100,41.6402820,0.941840589,388.3,5.06
6311637,298.7033400,41.6339610,1.620813697,121323.0,5.9968
6311681,298.7115200,41.6357920,0.844786082,2468.5,3.5289
6311891,298.7583600,41.6310310,7.51731745,170.7,2.484
6312171,298.8133200,41.6274680,92.57337995,,8.449999999999999
6312314,298.8419800,41.6315310,1.221204888,111.6,1.8511
6312521,298.8823500,41.6633300,3.01551943,159584.0,3.1713
6312534,298.8839700,41.6620790,1.507761203,2773.7,3.096
6314173,299.2406300,41.6216810,1.433262401,428557.0,6.2205
6314185,299.2421900,41.6232300,1.433262145,1849.5,5.6316
6342333,282.8631900,41.7966800,80.2321467,888.7,4.656
6342980,283.1644600,41.7785190,273.169948,283.3,2.701
6343170,283.2645000,41.7114490,9.95667035,586.8,3.534
6343576,283.4757400,41.7753180,6.39903778,186.6,3.15
6345732,284.5656700,41.7784810,20.2642023,185.3,4.664
6345732,284.5656700,41.7784810,7.44136102,79.7,4.554
6345758,284.5764200,41.7059710,3.37116682,71.4,4.708
6346809,285.0987200,41.7759210,17.57704569,670.0,2.022
6346894,285.1417200,41.7115520,52.69092296,,2.31
6347299,285.3472000,41.7619210,14.40090414,379.6,4.1682
6347299,285.3472000,41.7619210,25.6613816,166.5,4.459
6347434,285.4115000,41.7158580,425.22927,829.0,6.76
6347890,285.6207600,41.7380600,37.71508287,,1.8
6349881,286.5761700,41.7414590,198.088873,1027.7,7.955
6350031,286.6528600,41.7561420,5.1779065,129.5,5.366
6350476,286.8652600,41.7960210,1.110599919,157.6,1.3493
6350522,286.8875700,41.7554700,491.52571,457.3,12.43
6350882,287.0423600,41.7522090,5.04404366,236.5,1.682
6351097,287.1382800,41.7777100,12.49117388,189.9,2.848
6356207,289.2202100,41.7064780,3.76417012,558.4,2.0111
6356400,289.2877200,41.7999380,541.92452,1504.2,21.4
6356506,289.3259300,41.7499390,280.55544,401.4,12.757
6356692,289.3947400,41.7823490,11.39169531,51.0,5
6356885,289.4486700,41.7314110,343.42046,482.7,11.11
6357290,289.5680200,41.7715610,4.8099878,288.2,1.97
6358937,290.0942700,41.7427790,24.5041103,119.5,6.065
6359175,290.1641800,41.7826310,349.03703,777.0,4.76
6359320,290.2151800,41.7759700,5.32667299,611.4,3.4045
6359320,290.2151800,41.7759700,8.1280933,224.1,3.727
6359320,290.2151800,41.7759700,2.83668931,166.1,3.031
6359798,290.3529400,41.7697410,14.15402428,61625.1,4.47001
6359802,290.3544300,41.7691800,14.15402615,21653.0,4.115
6359820,290.3570600,41.7616200,331.81534,370.3,10.56
6359881,290.3822300,41.7574080,474.22897,475.2,13.05
6359926,290.3950500,41.7815700,49.4746966,291.0,10.46
6359929,290.3979500,41.7507900,371.50631,992.0,8.853999999999999
6362386,291.2641600,41.7488400,4.592401261,87426.1,4.96038
6362874,291.4332900,41.7034420,0.974868896,197.6,1.6191
6363494,291.6349500,41.7656900,1.815632406,61573.6,3.35773
6363560,291.6535000,41.7417720,606.91488768,,5.96
6363560,291.6535000,41.7417720,0.907818056,29.5,1.679
6364064,291.8262900,41.7173000,5.24331899,106.8,11.137
6364067,291.8269000,41.7099000,5.2438982,162.2,7.881
6364126,291.8472300,41.7252200,5.2434664,119.4,18.47
6364143,291.8538200,41.7640420,5.2433865,65.4,12.472
6364162,291.8589800,41.7284890,5.24364571,270.4,16.984
6364195,291.8703000,41.7680020,5.2439542,143.8,9.82
6364200,291.8713400,41.7889710,5.2441517,90.1,9.69
6364215,291.8779900,41.7695810,2.10081629,169.1,2.8182
6364215,291.8779900,41.7695810,5.2438528,135.8,10.539
6364247,291.8892200,41.7779690,5.2443332,29.9,11.268
6364276,291.8989300,41.7444920,5.24368302,225.4,10.873
6364294,291.9042100,41.7795180,5.2436612,88.3,11.39
6364307,291.9105800,41.7509800,5.2435703,228.5,15.864
6364327,291.9160200,41.7474100,5.24372504,234.4,17.136
6364582,292.0020400,41.7869610,30.8609783,128.9,4.216
6364582,292.0020400,41.7869610,486.12702,120.6,9.494999999999999
6365156,292.1868900,41.7270510,10.21418792,303.8,5.8201
6365321,292.2367900,41.7393000,0.848483947,1907.4,1.4451
6366559,292.6330000,41.7492220,55.7583803,132.7,2.497
6367439,292.9278300,41.7861600,3.7789374,56.0,10.767
6367628,292.9852600,41.7168880,1.88984957,249668.0,19.45
6367663,292.9949300,41.7127490,3.781123,90.4,8.15
6368175,293.1508500,41.7292520,21.1876185,71.7,3.69
6368175,293.1508500,41.7292520,31.8245304,79.0,4.17
6368222,293.1620200,41.7352290,82.97062172,,8.220000000000001
6368230,293.1651000,41.7462310,26.0841212,259.7,6.141
6368905,293.3647500,41.7888910,220.720142,862.5,8.186
6369131,293.4347800,41.7168810,8.0772455,79.2,7.272
6369548,293.5675400,41.7639810,634.84739,542.6,16.186
6369845,293.6475800,41.7306790,27.6760342,266.8,4.234
6370120,293.7289400,41.7012100,1.35477049,145.3,1.618
6372194,294.3359400,41.7475320,281.5921577,9312.0,5.673
6372268,294.3561700,41.7772060,5.22422449,,4.56
6373680,294.7444800,41.7499620,2.87066026,450.8,1.541
6381846,296.7719100,41.7555390,4.16696628,877.7,2.7535
6381846,296.7719100,41.7555390,11.46347165,1048.6,2.599
6381846,296.7719100,41.7555390,39.6034,572.7,6.487
6382217,296.8566300,41.7581790,8.41100305,755.6,2.4553
6382217,296.8566300,41.7581790,5.79529495,334.3,2.272
6383595,297.1617700,41.7758220,24.9097436,150.2,3.856
6383785,297.2015400,41.7302090,5.640676975,1453.3,2.8354
6383785,297.2015400,41.7302090,3.62275506,180.6,2.7868
6383821,297.2089500,41.7817120,27.07237655,514.2,6.9592
6384840,297.4424400,41.7897190,2.49904083,128.2,2.651
6385302,297.5570700,41.7857700,411.54039644,,17.33
6386784,297.9343900,41.7929120,1.99567242,18.0,3.58
6387450,298.0917100,41.7941280,3.661326482,17846.0,2.5714
6387542,298.1112100,41.7583310,2.53475568,463.0,4.5716
6387557,298.1135600,41.7127490,103.722152,296.9,6.061
6387887,298.1853600,41.7339520,0.650701055,371061.0,0.89164
6387969,298.2007100,41.7292100,135.90795753,,1.83
6388770,298.3618800,41.7811090,21.3419702,,10.73
6390236,298.6723300,41.7762180,0.89879279,26.6,1.031
6390824,298.7949800,41.7597690,0.973547911,435.7,2.2858
6392727,299.1868600,41.7426800,4.583520948,3812.1,2.7055
6421137,282.8747300,41.8367270,118.4039,426.0,5.593
6421188,282.9060400,41.8318410,16.434352831,45699.5,5.15682
6421483,283.0451000,41.8600620,2.158398259,93038.0,8.1633
6421503,283.0527000,41.8597110,2.15839583,352.2,8.09
6421937,283.2565900,41.8031500,359.534371,5732.0,24.205
6422070,283.3163800,41.8371200,3.76181843,510.6,3.5176
6422155,283.3684100,41.8218610,2.940304817,472.4,2.7226
6422155,283.3684100,41.8218610,6.38899658,543.3,3.5032
6422155,283.3684100,41.8218610,14.62709685,396.4,4.097
6422155,283.3684100,41.8218610,35.1184432,542.4,4.59
6422367,283.4711000,41.8732110,4.33144839,216.4,2.58
6423922,284.2399000,41.8190420,0.9951411999999999,101.7,5.588
6424561,284.5780600,41.8902590,6.6716723,154.4,2.693
6425377,284.9836400,41.8813510,263.90141,807.1,4.303
6425597,285.0997600,41.8743780,29.1206519,415.5,2.89
6425957,285.2871100,41.8611720,2.755637216,536.7,1.8559
6425957,285.2871100,41.8611720,20.30652862,715.4,2.8014
6426592,285.6016200,41.8175320,394.67816267,253376.0,6.05443
6428602,286.5217900,41.8222390,59.742966,284.9,6.78
6428700,286.5657000,41.8083990,8.203969580000001,1024.4,2.9667
6428700,286.5657000,41.8083990,14.49645186,647.5,4.016
6428794,286.6088900,41.8893390,169.135056,640.7,8.930999999999999
6428942,286.6769700,41.8268740,534.86668,565.0,8.19
6429812,287.0663800,41.8749080,94.28922300000001,505.4,4.102
6431670,287.8848300,41.8793490,29.911334059,354377.0,7.26916
6432059,288.0398900,41.8183590,0.76973817,,2.5
6432345,288.1567100,41.8779720,234.635652,868.5,6.965
6435936,289.5084800,41.8121190,56.0560754,1626.0,4.685
6436029,289.5388200,41.8928180,59.4969009,1262.1,5.404
6436029,289.5388200,41.8928180,505.462916,1724.0,10.127
6436505,289.7070300,41.8435400,43.535891,576.6,4.712
6436505,289.7070300,41.8435400,24.7222403,290.1,4.53
6437226,289.9469300,41.8028180,372.62637,542.0,18.52
6437617,290.0632000,41.8152200,293.60581,165.3,11.07
